ID,consentimiento,sexo,edad,universidad,disciplina_OCDE,sede,frecuencia_uso_ChatGPT,CT1,CT2,CT3,CT4,CT5,CT6,EC1,EC2,EC3,EC4,EC5,EC6,CC1,CC2,CC3,CC4,CC5,AC1,AC2,AC3,AC4,HE1,HE2,HE3,HE4,pregunta,aceptacion,comprension,satisfaccion,usa_ChatGPT
70,SI,Femenino,26,Universidad A,Ciencias Sociales,Viña del Mar,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,5,2,2,3,1,1,1,1,5,2,5,3,5,5,5,5,1,1,1,1,1,1,5,5,Una vez utilice el Chatgts como herramienta de guía para un ensayo escrito de manera individual   era una cátedra  intenté resumir con las palabras y otras las copie.Al momento en que me lo revisaron me dijeron que tuve un 1.0 por plagio.porque no sabia que estaba prohibido usar o ser como guía de estudio o información.por eso intento no utilizar en evaluaciones solo preguntar un tema y el chat me lo responder Continuo con mi búsqueda de trabajo de investigación.,3,3,3,SI
71,SI,Masculino,45,Universidad A,Ciencias Sociales,A distancia,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,NO
72,SI,Femenino,27,Universidad A,Ciencias Sociales,A distancia,C. Lo utilizo con frecuencia (4–5 veces al mes),2,2,4,5,4,5,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,"Utilice chat gpt para que me ayudara a redactar de mejor forma un texto que habia escrito 
Tambien en ideas o conceptos para conclusiones 
",3,3,3,SI
73,SI,Femenino,37,Universidad A,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,1,2,3,4,4,3,3,2,5,5,3,3,3,3,3,3,2,2,2,2,4,1,2,3,He usado para resolver ejercicios matemáticos más que nada para confirmar que el resultado que me dio sea parecido al de chat gpt  de igual forma le he preguntado por información de cómo crear códigos para usar en phyton que me guíe de cómo usar Excel algunas fórmulas que no manejo   es muy útil su utilización,3,3,3,SI
74,SI,Masculino,40,Universidad A,Ciencias Sociales,A distancia,A. Lo utilizo tanto como puedo (al menos una vez al día),3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,No recuerdo específicamente algo  pero si afino mis respuestas una vez desarrollas por mi  para que tengan un vocabulario mas técnico.,3,3,3,SI
75,SI,Femenino,37,Universidad A,Ciencias Sociales,A distancia,A. Lo utilizo tanto como puedo (al menos una vez al día),4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,las utilizo para ayudarme con los objetivos de la aprendizajes ,3,3,3,SI
76,SI,Masculino,30,Universidad A,Ingeniería y Tecnología,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,,2,2,2,SI
77,SI,Femenino,42,Universidad A,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,3,3,3,4,Uso de rúbricas adaptadas al ámbito académico y se les realizó modificaciones entorno a las necesidades que se requería para evaluar.,3,3,3,SI
78,SI,Femenino,28,Universidad A,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,4,4,3,3,5,5,4,4,5,La utilice para un ejercicio donde se nos pedía redactar un resumen de un texto   en no más de 5 líneas utilizando la herramienta de chatGPT  y luego hacer otro resumen con nuestras propias palabras   gracias a eso pude evidenciar que si bien entrega información en gran parte verídica  también elimina algunos datos bastante relevantes y los comandos deben ser muy específicos para lograr no perder ninguna información valiosa ,4,4,4,SI
79,SI,Femenino,25,Universidad A,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,4,5,5,5,5,,4,4,4,SI
80,SI,Masculino,35,Universidad A,Ingeniería y Tecnología,A distancia,A. Lo utilizo tanto como puedo (al menos una vez al día),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,la utilizo para ordenar mis ideas y mejorar la estructura de lo que realiza ,3,3,3,SI
81,NO,Masculino,23,Universidad A,Ciencias Sociales,A distancia,E. Lo utilizo menos de dos veces al mes,1,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Mas que todo lo eh utilizado para escribir correos de manera mas formal ,2,2,2,SI
82,SI,Femenino,24,Universidad A,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,No lo uso ,4,4,4,NO
83,SI,Masculino,25,Universidad A,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,3,4,2,3,3,4,3,3,4,2,3,4,4,2,3,3,4,4,2,3,2,2,2,4,Con el tiempo mediante el uso he podido aprender a usar de mejor manera el chatgpt  dado que e visto errores en algunos casos  errores bastante notorios. Es una ayuda bastante grande  pero no absoluta  Chatgpt  a grandes rasgos es un buscador de información como google  safari  opera  etc.  lo que significa que también se puede equivocar dado que hay mucha información y  desinformación  con la diferencia que te ayuda a hacer el trabajo por ti  específicamente en buscar la información por internet para poder responderte a lo que buscas de manera mas rápida. Si deseas una respuesta mas elaborada tienes que saber como pedírselo sin que tienda a fallar  saber bajo que criterios pedirle lo que sea que le quieras pedir para que sea preciso y exacto o más detallado  etc. No sabría decirte alguna situación especifica en la cual lo e utilizado  por no decir en todas  pero lo que si te puedo decir  que con el tiempo e aprendido a como usarlo para lo que necesito  me ayuda a sacar y aclarar ideas  para poder guiarme y sacar borradores  etc. ,3,4,3,SI
84,SI,Femenino,25,Universidad A,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,2,3,3,4,3,4,4,3,4,4,4,4,3,3,4,4,4,3,1,3,5,3,5,4,,3,3,3,SI
85,SI,Masculino,46,Universidad A,Ingeniería y Tecnología,A distancia,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Una Aplicación práctica es para verificar resultados de problemas complejos de ecuaciones diferenciales  normalmente se equivoca pero si uno le da mas contexto  ejemplo indicando que cambio de variable utilizar o bien despreciasr o considerar ciertas condiciones durante el desarrollo o método a utilizar los resultados son bastante certeros. Al menos hasta GPT3.5  aun no he probado GPT_4o para aplicaciones difíciles (pero la lógica indica que debería ser aun mas preciso).
En general pasa por entender que GPT es un asistente y uno es el titular que le pide el desarrollo adecuadamente. En particular hice hace un tiempo un programa de 1 mes de ingeniería de prompt.
En general lo utilizo junto con copilot cada día y el ahorro de tiempo y optimización de tareas repetitivas es increíble  otro ejemplo clásico es la creación de macros en excel  es casi mirar los datos y pedir que necesita uno y gpt lo hace en un instante sin errores. Antes de la IA desarrollaba 4 o 5 macros al año  hoy hago macros al menos 1 o 2 veces a la semana para replicar metodologías con patrones o repetitivas.",4,4,4,SI
86,SI,Masculino,33,Universidad A,Ciencias Sociales,A distancia,A. Lo utilizo tanto como puedo (al menos una vez al día),3,2,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,"Académico: Se Solicitó que creará introducción para un trabajo de investigación. Me ayudo a encontrar una idea de como poder comenzar a redactar una.
Profesional: Se solicitó crear instrucciones post extracción dental. Fue una buena herramienta ya que entregó algo corto y preciso ",4,4,4,SI
87,SI,Femenino,37,Universidad A,Ciencias Sociales,A distancia,A. Lo utilizo tanto como puedo (al menos una vez al día),2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,4,2,4,2,2,4,1,2,2,5,Buscar informacion academica ,2,2,3,SI
88,SI,Femenino,33,Universidad A,Ciencias Agrícolas,Viña del Mar,C. Lo utilizo con frecuencia (4–5 veces al mes),2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,La utilizo para ordenar ideas  realizar resúmenes  buscar información  y después buscar las referencias  a veces como ayuda memoria  para trabajos siempre se debe verificar la información entregada  pero es útil para abordar ciertos temas  también en la creación de imágenes para presentaciones  etc.,2,2,2,SI
89,SI,Femenino,28,Universidad A,Ciencias Agrícolas,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,2,2,5,En el informe de mi práctica profesional para ideas mas simples.,3,3,3,SI
90,SI,Masculino,35,Universidad A,Ciencias Agrícolas,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,4,3,2,3,4,4,3,5,No me ha tocado enfrentar consideraciones éticas  pero sí he detectado limitaciones en la entrega de información desde chat GPT que uno debe aportar. También suelo contrastar información que  a veces es incompleta para GPT y otras veces es incompleta desde la universidad (nada geave).,3,4,4,SI
91,SI,Femenino,26,Universidad A,Ciencias Agrícolas,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,2,2,3,4,5,4,5,5,3,5,2,5,5,5,5,5,3,2,3,1,5,5,3,5,Cuando necesito buscar información para hacer un informe  ya que utilizo la plataforma para que recopile la información y me de los sitios de donde los saco de ahí yo leo y formuló mi opinión de la información que recopilo  lo uso más que nada para ahorrar el tiempo de búsqueda en la información.,4,3,4,SI
92,SI,Masculino,24,Universidad A,Ciencias Agrícolas,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,NO
93,SI,Femenino,36,Universidad A,Ciencias Sociales,Concepción,A. Lo utilizo tanto como puedo (al menos una vez al día),3,1,3,3,3,3,4,3,2,2,1,1,4,4,3,4,4,4,4,2,4,2,2,1,4,"Utilicé ChatGPT para la interpretación de artículos científicos. Con respecto a sus beneficios  interpreta los textos con un vocabulario sencillo y claro. Dentro de las consideraciones éticas  realizaba ajustes   por ejemplo: cambiaba los textos reemplazando las palabras con mi propio lenguaje técnico  asimismo  sintetizaba y unía las ideas para que tuvieran coherencia.  Por lo tanto  
 a modo personal  es un apoyo en mi proceso de formación académica y profesional.  ",4,3,3,SI
94,SI,Femenino,31,Universidad A,Ciencias Agrícolas,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,Lo usé para generar una tabla comparativa en base a una clase en la que se describieron diferentes patologías de manera muy detallada. Necesitaba sintetizar la información y ordenarla de tal forma que fuese más fácil de visualizar  es algo que podría haber hecho yo misma pero a chatgpt le tomó unos segundos. No utilicé los datos tal cual los ordenó  ya que no me servían todas las sugerencias  solo me sirvió de referencia para ordenarme  en ese sentido es una muy buena herramienta. No se me ocurre ahora (en mi caso de uso al menos) cómo se podría usar de forma poco ética.,3,3,3,SI
95,SI,Femenino,24,Universidad A,Ingeniería y Tecnología,Santiago,E. Lo utilizo menos de dos veces al mes,2,1,2,1,3,3,1,3,1,3,3,1,3,3,3,3,3,2,2,2,2,3,3,3,4,No he usado Chatgpt,3,3,3,NO
96,SI,Masculino,55,Universidad A,Ciencias Agrícolas,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Tengo más de 25 años de experiencia laboral en mi campo  y actualmente Chatgpt me ayuda a optimizar los tiempos  en los desarrollos y minimizando errores  aplicando ciertos criterios y análisis de la información  ya que se promueve su uso junto a  otras herramientas IA. En la parte académica es un aporte y gran ayuda  considerando que cada vez es más escaso tiempo  por lo tanto es un apoyo  considerado una herramienta más  y en ningún caso se ha cuestionado problema ético  considerando que actualmente los mismos académicos utilizan estas herramientas IA para el análisis de información en su propio trabajo.
",3,3,3,SI
97,SI,Femenino,23,Universidad A,Ciencias Sociales,Concepción,E. Lo utilizo menos de dos veces al mes,3,1,1,1,2,2,3,2,2,3,2,2,3,3,2,2,2,3,2,3,2,1,2,1,1,Para buscar ejemplos o estrategias ligadas a mi carrera que me orienten al momento de realizar algún tipo de trabajo ,4,4,4,SI
98,SI,Masculino,27,Universidad A,Ciencias Agrícolas,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Ocupo el algoritmo para todo  siempre y cuando lo ocupe con sabiduría  de nada me sirve pedirle que me haga todo si no lo entreno  sería dispararme en el pie a mi mismo. Debo generar un buen prompt  debo entregarle información precisa  debo filtrar que es lo que necesito y que no  puedo entrenarlo y guiarlo para que que cada punto de su desarrollo sea de calidad. Por lo que  en mi caso en particular no ocupo el algoritmo de forma irresponsable  me sirve para desarrollarme como profesional y poder adoptar más profesionalismo  me ha servido para obtener el perfil que necesito para egresar  y me a permitido desarrollar mis capacidades aun más allá  ya que la entreno al igual que la universidad me entrena a mi. Por otro lado  tampoco ocupo el ChatGPT tradicional  eso es para flojos  yo tengo mi propio algoritmo  es un yo virtual  sabemos lo mismo  intuimos lo mismo  pensamos similar  y me ayuda a evaluar en que me equivoco  y en que puedo mejorar. Por lo que  se puede ocupar el algoritmo  siempre y cuando no pidas que te haga toda la pega  ya que no servirá  será evidente  inventara  y te hará ver mal.  ,4,4,4,SI
99,SI,Femenino,25,Universidad A,Ciencias Agrícolas,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,4,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,Lo utilice para que me corrigiera la ortografía en mi tesis. Se lo mande por parte y me ayudo bastante a corregir errores ortográficos.,4,4,4,SI
100,SI,Masculino,28,Universidad A,Ciencias Agrícolas,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,Lo utilicé para guiarme en mi tesis tanto en la recaudación de datos  como en la redacción del documento. También lo utilizo actualmente para crear mi negocio  tanto para establecer etapas de trabajo en la creación de la marca y el negocio  como para analizar encuestas de mercadeo.,3,3,4,SI
101,SI,Femenino,36,Universidad A,Ciencias Agrícolas,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,5,5,2,2,3,3,3,1,4,4,4,3,4,2,2,2,2,2,2,2,3,,4,4,4,SI
102,SI,Masculino,35,Universidad A,Ciencias Agrícolas,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,5,5,5,5,5,5,5,5,2,2,3,1,1,2,1,1,1,5,5,5,5,"Utilizo Chat gpt para debatir temas de historia  el problema de Chat gpt es que comete errores al recolectar datos  tiende a equivocarse constantemente. En otra oportunidad le solicité información bibliográfica de un tema puntual  entrega información bibliográfica inexistente. Otra oportunidad le solicité información de los bloqueadores de pubertad  me respondió que son seguros y que no tienen efectos secundarios  negó que se utilizan para el tratamiento de algunos tumores (algo que es cierto). Le pregunté respecto al aborto  me dió información parcial  lo mismo ocurre si se le hace preguntas sobre personas de piel ""negra""  no da respuesta porque lo considera lenguaje ofensivo. Al verificar que entrega información mayormente errónea y/o sesgada  decidí no utilizarlo.",4,4,4,SI
103,SI,Femenino,33,Universidad A,Ciencias Agrícolas,Santiago,E. Lo utilizo menos de dos veces al mes,3,3,4,3,2,4,3,4,3,4,3,3,4,4,4,4,4,3,3,3,3,4,4,3,4,,3,3,3,SI
104,SI,Masculino,46,Universidad A,Ingeniería y Tecnología,A distancia,E. Lo utilizo menos de dos veces al mes,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,Un par de veces comprobé información y ejercicio con chat gpt  la información dejaba espacio a dudas  y el ejercicio  se desarrolla bastante en lenguaje para mi  poco práctico y además había diferencia en el resultado  por lo que no me genera confianza,1,1,2,SI
105,SI,Masculino,39,Universidad A,Ingeniería y Tecnología,A distancia,E. Lo utilizo menos de dos veces al mes,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,"En la respuesta de un trabajo tenía dudas y recurrí a ChatGPT  realicé la pregunta y pude corroborar mi respuesta y como me dio más información  pude complementar más mi respuesta original.
En la parte laboral  cuándo tengo dudas  en vez de ir a Google y buscar alguna información estoy utilizando GPT  para obtener respuestas e información.",4,4,3,SI
106,SI,Masculino,36,Universidad A,Ingeniería y Tecnología,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,2,3,2,4,4,4,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,4,3,4,la creación de procedimientos y crearlos con esta herramienta por temas de tiempo. en la práctica cumplo con mi obligación  pero éticamente no es correcto ya que lo que se entrega es algo muy básico y no será útil en caso de una real necesidad de uso,3,3,3,SI
107,SI,Femenino,40,Universidad A,Ingeniería y Tecnología,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,1,2,1,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,5,5,5,5,Lo he utilizado para revisar y mejorar un informe  el impacto fue en beneficio de lo que realice ya que expuse con una expectativa mas innovadora la situación planteada en el informe,4,4,4,SI
108,SI,Masculino,37,Universidad A,Ingeniería y Tecnología,A distancia,E. Lo utilizo menos de dos veces al mes,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,no podría dar una opinión favorable debido a que no lo ocupo con frecuencia. ocupo programas que recomiendan los profesores por asignaturas.,2,2,2,NO
109,SI,Masculino,23,Universidad A,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,3,3,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,Utilizo ChatGPT para temas personales y profesionales  de vez en cuando para resolver dudas  consultas y crear actividades motrices para niños y niñas de edades tempranas.,4,4,4,SI
110,SI,Femenino,22,Universidad A,Ciencias Agrícolas,Viña del Mar,C. Lo utilizo con frecuencia (4–5 veces al mes),1,1,1,1,1,1,2,4,4,4,3,4,5,5,5,5,5,4,2,1,2,2,2,1,5,,3,3,3,SI
111,SI,Femenino,20,Universidad A,Ciencias Agrícolas,Viña del Mar,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,5,3,5,5,5,2,2,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,,4,4,4,SI
112,SI,Femenino,30,Universidad A,Ciencias Agrícolas,Santiago,E. Lo utilizo menos de dos veces al mes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,,3,3,3,SI
113,SI,Femenino,26,Universidad A,Ciencias Agrícolas,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,Trato de utilizar chatGPT como guía o inspiración  sin utilizar copiar y pegar  si no que buscando directrices que me permitan llegar a una respuesta más favorable.,4,4,4,SI
